name,priceBefore,priceAfter,amount,amountUnit,discount,startDate,endDate,city,shop,page,processed_date,discountCondition
Кофе в капсулах для кофемашин Novell Ristretto Organic 10 капсул,394.0,312.0,10.0,шт,21.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,5,2022-10-17,По карте
Маска для лица Japan Gals Pure 5 с плацентой 30 шт,1339.0,1050.0,30.0,шт,22.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,5,2022-10-17,По карте
Энергетический напиток Burn Dark Energy 449 мл,124.0,89.0,449.0,мл,29.0,2022-10-16T00:00:00Z,2022-10-23T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Жироудалитель Bagi Шуманит 270 г,399.0,310.0,270.0,г,23.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Прокладки ежедневные Libresse Dailies Style Micro 22 шт,202.0,140.0,22.0,шт,31.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Губка для мытья посуды Meule металлическая 1 шт 14г,199.0,60.0,1.0,шт,70.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Кондиционер для белья Е Восточный сон 2 л,389.0,320.0,2.0,л,18.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Крабовое мясо Vici замороженное 200 г,119.0,79.0,200.0,г,34.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Салфетки хозяйственные Vileda Professional МикронКвик зеленые 5 шт,2766.0,1410.0,5.0,шт,50.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
"Кефир Северная Долина 3,2% п/п 450 г",55.0,49.0,450.0,г,11.0,2022-10-16T00:00:00Z,2022-10-30T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Ананасы Green Ray кусочки 565 г,360.0,290.0,565.0,г,20.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Шампунь для волос детский и пена для купания Nivea 2в1 200 мл,339.0,259.0,200.0,мл,24.0,2022-10-16T00:00:00Z,2022-10-20T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Губки для мытья посуды Meule Premium на кран 2 шт d-95 мм,220.0,159.0,2.0,шт,28.0,2022-10-16T00:00:00Z,2022-10-20T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Вафли Коровка с шоколадной начинкой 150 г,86.0,60.0,150.0,г,31.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Корм влажный для собак ANIMONDA Vom Feinsten Forest Кролик ламист. 150г,133.0,67.0,150.0,г,50.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Корнишоны Stollenwerk с сахаром кисло-сладкие маринованные 370 мл,221.0,177.0,370.0,мл,20.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Макаронные изделия La Molisana №104 Лапша в гнёздах 500 г,230.0,207.0,500.0,г,10.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Батончик в шоколаде Snaq Fabriq Шоколад 40 г,75.0,45.0,40.0,г,40.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Макаронные изделия De Cecco № 2 из твердых сортов пшеницы Мафалдине 500 г,182.0,159.0,500.0,г,13.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Приправа Чим-Чим Васаби 43 г,139.0,99.0,43.0,г,29.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Нектар Непоседа яблоко с 4 месяцев тетрапак 200 мл,35.0,29.0,200.0,мл,18.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Соус Kuhne Spicy sauce salsa томатный Сальса 250 мл,279.0,149.0,250.0,мл,47.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Заряшки Каравай слоеные тонкие с маком 120 г,85.0,79.0,120.0,г,8.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Зубная паста для детей Lion Thailand Kodomo клубника с 6 месяцев 65 г,250.0,210.0,65.0,г,16.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Маска для лица Cracare гиалуроновая увлажняющая 3 шага 25 мл,117.0,105.0,25.0,мл,11.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Пластырь Hartmann Cosmos water-resistant водоотталкивающий 6х10см 5шт,189.0,90.0,5.0,шт,53.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Пластырь Hartmann Cosmos Strips пластинки из текстильной ткани 6х2см 5х50шт,1399.0,862.0,,,39.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Сосиски Владимирский стандарт Сливочные 480 г,259.0,199.0,480.0,г,24.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Пицца Pumo Маргарита замороженная 24см 320 г,389.0,349.0,320.0,г,11.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Творог Углече Поле Органик 9% 200 г,195.0,139.0,200.0,г,29.0,2022-10-16T00:00:00Z,2022-10-30T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Квас Очаковский пэт 2 л,85.0,65.0,2.0,л,24.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Тунец Mister Ton филе ломтики тунца желтоперого в подсолнечном масле ж/б 160 г,205.0,175.0,160.0,г,15.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Зубная паста Lion Systema Total Care комплексный уход со вкусом мяты 120 г,239.0,191.0,120.0,г,21.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Приправа Easy Food Лук сушеный 90 г,195.0,139.0,90.0,г,29.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Стиральный порошок для детского белья Ушастый нянь универсальный 800 г,269.0,235.0,800.0,г,13.0,2022-10-16T00:00:00Z,2022-10-20T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Йогурт Laplandia Сливочный крем-брюле 7% 180 г,85.0,69.0,180.0,г,19.0,2022-10-16T00:00:00Z,2022-11-06T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Скумбрия кусочки Балтийский берег атлантическая х/к 280 г,284.0,199.0,280.0,г,30.0,2022-10-16T00:00:00Z,2022-10-30T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Мыло туалетное Завод Братьев Крестовниковых Детское 190 г,135.0,105.0,190.0,г,23.0,2022-10-16T00:00:00Z,2022-10-20T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Макаронные изделия De Cecco № 11 из твердых сортов пшеницы Спагеттини 500 г,183.0,159.0,500.0,г,14.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Зубная паста Lion Thailand Fresh & White Прохладная мята для защиты от кариеса 160 г,260.0,235.0,160.0,г,10.0,2022-10-16T00:00:00Z,2022-10-20T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Полотенца бумажные Veiro Classic Plus 2-слойные 2 рулона,185.0,135.0,2.0,шт,28.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Мороженое Эскимо Milka Сливочное с лесными ягодами 64 г,139.0,99.0,64.0,г,29.0,2022-10-16T00:00:00Z,2022-10-30T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Кофе растворимый Nescafe Сlassic 3в1 20 штук по 14.5 г,289.0,249.0,20.0,шт,14.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Приправа Волшебное дерево для соления малосольных огурцов 35 г,119.0,69.0,35.0,г,43.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Сосиски Дымов с сыром 464 г,349.0,229.0,464.0,г,35.0,2022-10-16T00:00:00Z,2022-10-30T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Омлет-рулет С пылу С жару с запеченной курицей и сыром замороженный 240 г,329.0,269.0,240.0,г,19.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Презервативы Contex Lights гладкие тонкие №12,679.0,550.0,,,19.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
"Гель для стирки Persil Premium 1,17 л",600.0,578.0,1.17,л,4.0,2022-10-16T00:00:00Z,2022-10-20T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Фруктовый лед Джелато Банан 200 г,399.0,299.0,200.0,г,26.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
"Стиральный порошок для детского белья Традиции качества Color Автомат 2,4 кг",510.0,345.0,2.4,кг,33.0,2022-10-16T00:00:00Z,2022-10-20T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
"Чай фруктовый Althaus Rooibush Strawberry Cream пакетированный 20х1,75 г",380.0,304.0,20.0,шт,20.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Бумага туалетная Zewa Deluxe 3-слойная 12 рулонов(Бумага имеет различный дизайн),565.0,339.0,12.0,шт,40.0,2022-10-16T00:00:00Z,2022-10-20T00:00:00Z,moskva,vkusvill_offline,6,2022-10-17,По карте
Напиток The Gentle Nut ореховый кешью миндаль 1 л,179.0,99.0,1.0,л,45.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Шоколадный батончик Nattys&Go Coconattys с мякотью кокоса покрытый молочным шоколадом 45 г,125.0,99.0,45.0,г,21.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Зефир Шармэль с ароматом ванили 255 г,179.0,139.0,255.0,г,23.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Хлебцы Wasa ржаные Original б/п 275 г,235.0,149.0,275.0,г,37.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Кофе в капсулах для кофемашин Vergnano Espresso Intenso 10 шт,703.0,489.0,10.0,шт,31.0,2022-10-16T00:00:00Z,2022-11-11T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Презервативы Contex Extra Sensation с крупными точками и ребрами №12,789.0,540.0,,,32.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Лак сильной фиксации сухой для волос Paul Mitchell Stay Strong 300 мл,2212.0,999.0,300.0,мл,55.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Геркулес быстрого приготовления Русский продукт 420 г,79.0,69.0,420.0,г,13.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
"Кондиционер для детского белья Ушастый нянь с Алоэ Вера 1,2 л",325.0,285.0,1.2,л,13.0,2022-10-16T00:00:00Z,2022-10-20T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Макаронные изделия De Cecco № 34 из твердых сортов пшеницы Фузилли 500 г,183.0,159.0,500.0,г,14.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Мыло хозяйственное Свобода 72% универсальное в обертке 150 г,56.0,45.0,150.0,г,20.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Корм для собак ЧЕТВЕРОНОГИЙ ГУРМАН кролик натуральный в желе 100г (золотая серия),139.0,120.0,100.0,г,14.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Шоколад белый Red карамелизованный 85 г,225.0,125.0,85.0,г,45.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Сметана из молока Нашей дойки 20% 315 г,109.0,95.0,315.0,г,13.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Ополаскиватель для посудомоечных машин Mayeri Sensitive ЭКО 750 мл,345.0,240.0,750.0,мл,31.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Мешки для мусора Meule черные 240 л 40мкм (124х88см) 10 шт,390.0,360.0,10.0,шт,8.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Экспресс маска для лица Saborino увлажняющая Успей за 60 секунд 32 шт,1767.0,1414.0,32.0,шт,20.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Хлебцы Wasa Fiber ржаные Fiber б/п 230 г,235.0,149.0,230.0,г,37.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Квас Очаковский пэт 1 л,62.0,41.0,1.0,л,34.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Кофе в зернах Porto Rosso ORO 220 г,839.0,585.0,220.0,г,31.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Шоколадные шарики Nesquik 250 г,179.0,149.0,250.0,г,17.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Средство чистящее EcoLotta для очистки кухонных поверхностей и бытовой техники 750 мл,399.0,262.0,750.0,мл,35.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Варенье KERAKUR из грецких орехов 610 г,360.0,315.0,610.0,г,13.0,2022-10-16T00:00:00Z,2022-10-30T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Шоколадные батончики Mars Minis с нугой и карамелью 182 г,210.0,175.0,182.0,г,17.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Масло оливковое Il Grezzo нерафинированное 500 мл,899.0,760.0,500.0,мл,16.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Сок Rich Гранатовый 1 л,290.0,249.0,1.0,л,15.0,2022-10-16T00:00:00Z,2022-10-23T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Варенье Фруктистан Инжир 660 г,325.0,249.0,660.0,г,24.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Крем для ног Аванта evo для очень сухой и потрескавшейся кожи с мочевиной 10% 50 мл,175.0,125.0,50.0,мл,29.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Чай черный Nikteа Горный Чабрец пакетированный 25х2 г,179.0,159.0,25.0,шт,12.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
"Чай зеленый Curtis Fresh Mojito с цедрой цитрусовых и ароматом мохито листовой 20х1,7 г",129.0,92.0,20.0,шт,29.0,2022-10-16T00:00:00Z,2022-11-15T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Гель для педикюра Чудо пятки 250 мл,420.0,285.0,250.0,мл,33.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Шоколад молочный Ritter Sport печенье с орехами 100 г,169.0,129.0,100.0,г,24.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Крем-гель для душа Barnangen для чувствительной кожи 400 мл,439.0,379.0,400.0,мл,14.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Крабовые палочки Vici Душа Океана замороженные 200 г,129.0,89.0,200.0,г,32.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Смесь овощная Планета Витаминов Грин Фит 400 г,199.0,159.0,400.0,г,21.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Зеленый горошек Green Ray Молодой без сахара 400 г,125.0,99.0,400.0,г,21.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
"Уголь древесный Инфинити 2,5кг",365.0,219.0,,,40.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Губки для мытья посуды Meule Standart 5+1 шт 89х56х33 мм,240.0,185.0,6.0,шт,23.0,2022-10-16T00:00:00Z,2022-10-20T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Шоколад молочный Аленка 90 г,125.0,85.0,90.0,г,32.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Зефир Eco Botanica Смузи абрикос и манго 280 г,175.0,125.0,280.0,г,29.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Стиральный порошок BiMax Color Automat 3 кг,690.0,499.0,3.0,кг,28.0,2022-10-16T00:00:00Z,2022-10-20T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Кофе растворимый Nescafe Сlassic Crema ст/б 95 г,255.0,175.0,95.0,г,32.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Пирожное Барни бисквитное с молочной начинкой 150 г,149.0,119.0,150.0,г,21.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Таблетки для посудомоечной машины AOS Crystal 25 шт,595.0,490.0,25.0,шт,18.0,2022-10-16T00:00:00Z,2022-10-20T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
"Чай черный Althaus English Superior пирамидки 15х2,75 г",643.0,450.0,15.0,шт,31.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
"Корм влажный для собак TRAINER Natural для всех пород старше 6 лет курица, индейка 150г",179.0,90.0,150.0,г,50.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Кондиционер для белья Утренняя роса,215.0,172.0,,,20.0,2022-10-16T00:00:00Z,2022-10-23T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Мармелад Бумба Мур-Мяу 108 г,68.0,59.0,108.0,г,14.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Прокладки ежедневные Libresse Нормал Плюс 32 шт,189.0,125.0,32.0,шт,34.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Сыр мягкий President Камамбер с белой плесенью 45% 125 г,315.0,229.0,125.0,г,28.0,2022-10-16T00:00:00Z,2022-10-30T00:00:00Z,moskva,vkusvill_offline,7,2022-10-17,По карте
Сыр мягкий President Камамбер с белой плесенью 45% 125 г,315.0,229.0,125.0,г,28.0,2022-10-16T00:00:00Z,2022-10-30T00:00:00Z,moskva,vkusvill_offline,8,2022-10-17,По карте
Шампунь оттеночный для осветленных волос Paul Mitchell Platinum Blonde Shampoo 300 мл,2686.0,890.0,300.0,мл,67.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,8,2022-10-17,По карте
"Корм влажный для собак TRAINER Natural для всех пород старше 6 лет курица, индейка 150г",179.0,90.0,150.0,г,50.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,8,2022-10-17,По карте
Кетчуп Heinz Томатный 1 кг,449.0,249.0,1.0,кг,45.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,8,2022-10-17,По карте
Макаронные изделия Макфа Улитки 400 г,89.0,66.0,400.0,г,26.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,8,2022-10-17,По карте
Подгузники Merries ХL 12-20 кг 44 шт,2499.0,1459.0,44.0,шт,42.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,8,2022-10-17,По карте
Каперсы Iberica плоды 250 г,255.0,199.0,250.0,г,22.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,8,2022-10-17,По карте
"Кондиционер-ополаскиватель для белья Mayeri Sensitive ЭКО 1,5л",362.0,295.0,1.5,л,19.0,2022-10-16T00:00:00Z,2022-10-20T00:00:00Z,moskva,vkusvill_offline,8,2022-10-17,По карте
Вафли Manner с ореховым кремом Кнуспино 110 г,125.0,89.0,110.0,г,29.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,8,2022-10-17,По карте
Мучная смесь Аладушкин Оладьи по-домашнему 800 г,99.0,79.0,800.0,г,21.0,2022-10-16T00:00:00Z,2022-11-15T00:00:00Z,moskva,vkusvill_offline,8,2022-10-17,По карте
Колбаса вареная Велком Языковая 500 г,349.0,279.0,500.0,г,21.0,2022-10-16T00:00:00Z,2022-10-30T00:00:00Z,moskva,vkusvill_offline,8,2022-10-17,По карте
Подгузники Huggies Elite Soft 1 3-5 кг 50 шт,1050.0,930.0,50.0,шт,12.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,8,2022-10-17,По карте
Уксус Чим-Чим рисовый 250 мл,220.0,185.0,250.0,мл,16.0,2022-10-16T00:00:00Z,2022-11-15T00:00:00Z,moskva,vkusvill_offline,8,2022-10-17,По карте
Колбаса вареная Велком Телячья 500 г,349.0,279.0,500.0,г,21.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,8,2022-10-17,По карте
Салфетка хозяйственная York Премиум в рулоне 40 шт,419.0,314.0,40.0,шт,26.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,8,2022-10-17,По карте
Десерт фруктовый Zuegg горький апельсин 330 г,239.0,189.0,330.0,г,21.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,8,2022-10-17,По карте
Молочко для тела младенцев Bimunica Легкое 250 мл,319.0,206.0,250.0,мл,36.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,8,2022-10-17,По карте
Порошок для посудомоечных машин Finish Power Powder 1 кг,885.0,530.0,1.0,кг,41.0,2022-10-16T00:00:00Z,2022-10-20T00:00:00Z,moskva,vkusvill_offline,8,2022-10-17,По карте
Варенье KERAKUR из инжира white 610 г,330.0,270.0,610.0,г,19.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,8,2022-10-17,По карте
Смесь ягодная Зелёна-Растёна Компотное ассорти замороженная 300 г,199.0,169.0,300.0,г,16.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,8,2022-10-17,По карте
Маска для волос Paul Mitchell Интенсивно увлажняющая Super-Charged Treatment 150 мл,2800.0,1859.0,150.0,мл,34.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,8,2022-10-17,По карте
Таблетки для посудомоечных машин Frosch Сода 30 шт,1199.0,706.0,30.0,шт,42.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,8,2022-10-17,По карте
Чай черный Dammann Grand Gout Russe листовой ж/б 100 г,1329.0,829.0,100.0,г,38.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,8,2022-10-17,По карте
Печенье Milka покрытое молочным шоколадом 200 г,210.0,165.0,200.0,г,22.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,8,2022-10-17,По карте
Торт Коломенское Шоколадница вафельный с фундуком 270 г,245.0,199.0,270.0,г,19.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,8,2022-10-17,По карте
Чай зеленый Newby Цветок жасмина пакетированный 25х2 г,491.0,386.0,25.0,шт,22.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,8,2022-10-17,По карте
Мармелад Мармеландия Дольки лимонные 250 г,169.0,129.0,250.0,г,24.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,8,2022-10-17,По карте
Зубная паста детская Lion Kids safe со вкусом клубники 90 г,269.0,118.0,90.0,г,57.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,8,2022-10-17,По карте
Гель для подмывания девочек Bimunica 250 мл,379.0,329.0,250.0,мл,14.0,2022-10-16T00:00:00Z,2022-10-20T00:00:00Z,moskva,vkusvill_offline,8,2022-10-17,По карте
Бумажные платочки Kleenex Aroma Ромашка уп/10 шт,230.0,115.0,10.0,шт,50.0,2022-10-16T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,8,2022-10-17,По карте
Паштет Setra Лососевый 80 г,210.0,149.0,80.0,г,30.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,8,2022-10-17,По карте
Напиток кокосовый Green Milk на рисовой основе 1 л,185.0,149.0,1.0,л,20.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,8,2022-10-17,По карте
Шоколадные батончики Snickers Minis с жареным арахисом карамелью и нугой 180 г,210.0,175.0,180.0,г,17.0,2022-10-16T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,8,2022-10-17,По карте
